customer_id,age,gender,region,total_orders,avg_order_value,days_since_last_purchase,loyalty_score,complaints,payment_type,tenure_months,is_promo_user,churn
CUST000336,26,Male,Urban,1,68.77,100,0.63,0,Apple Pay,21,0,0
CUST000337,22,Male,Urban,7,33.49,24,1.0,0,PayPal,40,0,0
CUST000338,25,Female,Rural,7,48.57,21,0.45,1,PayPal,28,1,0
CUST000339,29,Female,Urban,2,31.34,11,0.46,0,Credit Card,33,1,0
CUST000340,24,Male,Suburban,5,43.62,8,0.62,0,PayPal,24,1,0
CUST000341,22,Female,Urban,6,25.64,1,0.95,0,Credit Card,2,1,0
CUST000342,28,Female,Suburban,9,106.48,9,0.84,0,Credit Card,60,0,0
CUST000343,28,Male,Urban,3,20.3,17,0.68,0,PayPal,45,0,0
CUST000344,24,Female,Urban,4,60.24,6,0.66,0,PayPal,25,1,1
CUST000345,24,Female,Suburban,10,72.87,2,1.0,0,Bank Transfer,7,0,0
CUST000346,28,Female,Urban,4,84.87,37,0.77,0,PayPal,32,1,0
CUST000347,19,Male,Urban,4,80.43,67,0.7,0,Apple Pay,20,0,0
CUST000348,19,Female,Urban,4,52.39,82,1.0,0,Credit Card,23,0,0
CUST000349,23,Female,Urban,7,92.43,28,0.86,0,Credit Card,39,0,0
CUST000350,25,Male,Urban,8,81.92,1,0.96,0,PayPal,27,0,0
CUST000351,28,Male,Urban,6,65.1,40,0.95,0,Credit Card,51,0,0
CUST000352,34,Male,Rural,7,43.85,3,0.97,0,Bank Transfer,14,1,0
CUST000353,31,Male,Urban,4,52.71,33,0.68,1,PayPal,4,0,0
CUST000354,26,Female,Suburban,5,31.81,45,1.0,0,PayPal,19,0,0
CUST000355,26,Male,Urban,6,89.69,38,0.54,0,PayPal,14,0,0
CUST000356,21,Male,Urban,2,91.49,91,0.86,1,PayPal,29,0,0
CUST000357,26,Female,Rural,8,25.85,40,1.0,0,PayPal,10,0,1
CUST000358,25,Male,Urban,5,56.31,35,0.83,0,Credit Card,14,0,0
CUST000359,28,Other,Rural,4,37.71,9,0.91,0,Credit Card,30,0,0
CUST000360,22,Male,Urban,4,59.22,77,0.4,0,PayPal,16,0,0
CUST000361,29,Male,Suburban,2,51.29,5,1.0,0,Credit Card,41,0,0
CUST000362,34,Male,Suburban,6,68.94,70,0.84,0,Bank Transfer,10,0,0
CUST000363,26,Male,Rural,5,28.04,11,0.92,0,Credit Card,7,0,0
CUST000364,29,Male,Suburban,4,33.07,4,1.0,0,Credit Card,33,0,0
CUST000365,30,Female,Suburban,2,74.73,52,0.57,0,Credit Card,6,0,0
CUST000366,24,Other,Urban,4,48.9,1,0.82,0,PayPal,3,0,0
CUST000367,28,Male,Urban,4,29.69,53,0.9,0,Credit Card,7,0,0
CUST000368,27,Female,Rural,1,32.24,9,0.66,0,Credit Card,44,0,0
CUST000369,27,Female,Urban,8,52.08,64,0.78,1,PayPal,12,1,0
CUST000370,23,Female,Urban,4,97.32,35,1.0,0,PayPal,15,0,0
CUST000371,27,Male,Suburban,10,68.5,32,0.89,0,Apple Pay,34,0,0
CUST000372,29,Male,Urban,6,87.54,13,1.0,0,Apple Pay,39,0,0
CUST000373,34,Male,Rural,4,53.12,1,1.0,0,Credit Card,35,0,0
CUST000374,31,Female,Suburban,7,68.92,53,1.0,0,Credit Card,33,0,0
CUST000375,37,Female,Suburban,5,36.24,5,0.85,0,PayPal,11,0,0
CUST000376,23,Male,Rural,3,36.82,13,0.71,0,Apple Pay,22,1,0
CUST000377,31,Male,Urban,3,36.24,27,1.0,0,Apple Pay,6,0,0
CUST000378,27,Female,Urban,3,54.95,19,0.4,1,Credit Card,15,0,0
CUST000379,37,Female,Suburban,6,63.68,6,0.71,0,Credit Card,4,0,0
CUST000380,22,Other,Urban,3,63.23,4,0.57,1,Bank Transfer,42,0,0
CUST000381,22,Female,Suburban,4,76.23,3,0.89,0,Apple Pay,15,0,0
CUST000382,24,Male,Rural,3,21.74,59,0.61,0,Credit Card,21,0,0
CUST000383,18,Female,Urban,6,72.01,1,1.0,0,PayPal,13,0,0
CUST000384,24,Female,Urban,5,30.04,113,0.6,1,Credit Card,45,1,0
CUST000385,23,Male,Rural,5,41.51,6,0.94,0,Credit Card,5,0,0
CUST000386,27,Female,Urban,4,77.77,3,0.67,0,PayPal,7,0,0
CUST000387,28,Female,Suburban,4,45.71,25,0.84,0,Credit Card,21,0,0
CUST000388,36,Male,Urban,7,73.23,2,0.51,1,Bank Transfer,22,0,0
CUST000389,31,Female,Rural,5,24.64,27,1.0,0,Bank Transfer,42,0,0
CUST000390,24,Female,Suburban,6,16.73,57,0.9,0,Apple Pay,24,0,0
CUST000391,22,Female,Suburban,4,61.14,1,1.0,0,PayPal,22,0,0
CUST000392,29,Male,Rural,5,67.9,48,0.79,0,Credit Card,11,0,0
CUST000393,20,Male,Urban,5,36.09,15,1.0,0,Credit Card,45,0,0
CUST000394,36,Female,Urban,5,89.33,5,1.0,0,Credit Card,17,0,0
CUST000395,32,Male,Rural,6,40.69,5,1.0,0,PayPal,11,0,0
CUST000396,24,Female,Urban,3,27.94,75,0.93,0,PayPal,10,1,0
CUST000397,18,Female,Suburban,4,27.37,3,0.49,0,PayPal,21,0,0
CUST000398,33,Male,Rural,7,40.25,60,0.79,0,PayPal,5,1,0
CUST000399,26,Female,Suburban,6,41.91,23,0.99,0,Credit Card,5,0,0
CUST000400,33,Female,Suburban,2,23.74,1,0.46,0,PayPal,5,1,0
CUST000401,19,Male,Rural,3,12.9,18,0.77,0,PayPal,60,0,0
CUST000402,24,Female,Rural,4,26.45,51,0.91,0,Apple Pay,53,0,1
CUST000403,27,Female,Urban,6,64.65,38,0.63,0,PayPal,9,1,0
CUST000404,27,Female,Urban,4,59.85,20,1.0,0,Credit Card,25,0,0
CUST000405,24,Female,Urban,3,47.97,58,0.68,0,PayPal,33,0,0
CUST000406,30,Male,Suburban,14,54.04,3,1.0,0,Bank Transfer,27,0,0
CUST000407,21,Female,Suburban,5,70.8,72,0.82,0,Credit Card,7,0,0
CUST000408,26,Female,Suburban,4,57.88,56,0.62,0,Bank Transfer,10,0,0
CUST000409,27,Female,Urban,5,57.09,36,0.76,0,Credit Card,25,0,1
CUST000410,29,Female,Suburban,5,68.56,51,0.95,0,PayPal,5,0,0
CUST000411,30,Male,Urban,7,36.96,23,0.7,1,Apple Pay,43,0,0
CUST000412,21,Female,Suburban,7,45.5,33,0.98,0,PayPal,7,0,0
CUST000413,19,Male,Suburban,7,45.98,24,0.71,1,PayPal,23,0,0
CUST000414,33,Male,Urban,3,30.31,13,1.0,0,Credit Card,37,1,0
CUST000415,28,Male,Urban,5,49.92,25,0.99,0,Credit Card,40,0,0
CUST000416,23,Other,Suburban,3,10.0,8,0.55,1,PayPal,40,0,0
CUST000417,34,Female,Suburban,8,88.24,17,0.91,0,PayPal,11,1,0
CUST000418,27,Female,Urban,2,37.5,9,0.89,0,PayPal,12,0,0
CUST000419,32,Female,Rural,7,65.38,3,1.0,0,Apple Pay,26,0,0
CUST000420,27,Female,Suburban,4,50.76,11,0.87,1,PayPal,33,0,0
CUST000421,37,Female,Rural,9,49.04,57,0.47,0,PayPal,31,0,0
CUST000422,35,Female,Urban,6,48.27,14,1.0,0,PayPal,34,0,0
CUST000423,25,Male,Suburban,1,54.16,41,0.84,0,PayPal,29,0,0
CUST000424,31,Male,Rural,3,50.41,5,1.0,0,PayPal,25,1,0
CUST000425,30,Female,Suburban,3,63.29,16,0.89,1,PayPal,11,0,1
CUST000426,33,Female,Suburban,7,65.5,3,1.0,0,Apple Pay,26,0,0
CUST000427,22,Male,Urban,8,51.16,4,0.89,0,PayPal,58,0,0
CUST000428,30,Male,Urban,4,48.47,28,0.84,0,PayPal,16,0,0
CUST000429,32,Female,Urban,4,21.74,28,0.62,1,PayPal,15,0,0
CUST000430,18,Male,Urban,6,72.56,7,1.0,0,Credit Card,31,0,0
CUST000431,21,Female,Urban,6,85.98,19,0.59,1,Bank Transfer,7,1,0
CUST000432,18,Other,Urban,8,98.78,59,0.93,0,PayPal,22,0,0
CUST000433,25,Male,Rural,6,44.88,5,0.78,0,PayPal,42,0,0
CUST000434,30,Male,Urban,6,41.6,1,1.0,0,Bank Transfer,23,0,0
CUST000435,34,Female,Suburban,6,16.06,31,0.49,1,Apple Pay,22,0,0
CUST000436,27,Female,Rural,4,56.67,1,0.41,1,PayPal,2,1,1
CUST000437,35,Female,Suburban,6,14.07,117,0.85,0,Bank Transfer,16,0,0
CUST000438,20,Other,Urban,5,51.83,28,0.78,0,Credit Card,8,1,1
CUST000439,18,Male,Suburban,6,45.51,19,1.0,0,PayPal,6,0,0
CUST000440,26,Female,Suburban,11,48.61,16,1.0,0,Credit Card,18,0,0
CUST000441,28,Female,Suburban,8,50.72,25,1.0,0,Credit Card,32,0,0
CUST000442,26,Female,Suburban,7,52.76,2,1.0,0,Credit Card,17,0,0
CUST000443,18,Male,Rural,7,10.0,79,0.75,0,PayPal,38,0,0
CUST000444,26,Female,Suburban,4,50.29,29,1.0,0,Credit Card,32,1,1
CUST000445,20,Female,Urban,8,10.0,6,1.0,0,PayPal,12,1,0
CUST000446,30,Male,Suburban,6,64.64,24,1.0,0,PayPal,14,1,0
CUST000447,28,Male,Urban,2,46.68,4,0.53,1,Bank Transfer,3,0,0
CUST000448,22,Female,Rural,4,10.0,1,0.64,0,Credit Card,60,0,0
CUST000449,24,Male,Urban,1,40.46,29,0.74,0,Credit Card,9,1,1
CUST000450,21,Male,Urban,6,46.32,31,0.88,0,PayPal,23,0,0
CUST000451,26,Male,Rural,1,59.05,26,1.0,0,PayPal,18,0,0
CUST000452,31,Female,Suburban,8,53.93,6,0.79,1,Credit Card,56,0,0
CUST000453,22,Female,Urban,9,68.27,27,1.0,0,Apple Pay,25,0,0
CUST000454,29,Female,Suburban,7,73.62,1,0.84,1,Credit Card,20,0,0
CUST000455,24,Male,Rural,2,38.46,28,0.74,0,Bank Transfer,47,0,0
CUST000456,23,Female,Urban,4,78.1,24,1.0,0,Credit Card,23,0,0
CUST000457,26,Female,Rural,8,50.94,31,0.95,1,Apple Pay,10,0,1
CUST000458,21,Female,Urban,5,29.12,67,1.0,0,PayPal,29,0,0
CUST000459,24,Female,Suburban,5,79.46,56,1.0,0,Apple Pay,6,0,0
CUST000460,21,Male,Rural,6,17.28,118,0.44,0,PayPal,9,0,0
CUST000461,36,Female,Urban,3,82.02,112,0.54,0,Credit Card,14,0,0
CUST000462,27,Male,Urban,4,23.59,44,0.94,0,PayPal,7,0,0
CUST000463,23,Female,Urban,7,74.43,93,0.95,0,PayPal,15,0,0
CUST000464,28,Male,Suburban,3,87.24,60,1.0,0,Credit Card,1,0,0
CUST000465,26,Male,Suburban,6,45.74,39,1.0,0,Credit Card,23,0,0
CUST000466,25,Male,Suburban,2,44.87,2,0.9,0,Bank Transfer,28,0,0
CUST000467,30,Female,Urban,8,74.65,1,0.52,1,Credit Card,13,1,1
CUST000468,30,Male,Urban,10,52.09,54,0.57,0,PayPal,4,0,0
CUST000469,24,Female,Urban,5,103.64,20,1.0,0,PayPal,20,0,0
CUST000470,24,Male,Urban,4,64.61,50,0.88,0,PayPal,32,0,0
CUST000471,25,Male,Suburban,4,43.6,11,1.0,0,Credit Card,5,0,0
CUST000472,18,Female,Rural,8,31.36,15,0.55,1,PayPal,60,1,0
CUST000473,19,Male,Suburban,9,31.34,36,0.92,1,Credit Card,23,0,0
CUST000474,33,Male,Urban,8,44.93,74,0.67,0,Credit Card,33,1,0
CUST000475,35,Female,Rural,8,34.39,2,0.72,0,Credit Card,60,0,0
CUST000476,25,Male,Suburban,3,40.25,59,0.3,1,Apple Pay,27,1,1
CUST000477,29,Male,Rural,8,29.47,47,0.62,0,Credit Card,10,0,0
CUST000478,28,Male,Suburban,7,91.98,11,1.0,0,Credit Card,11,0,0
CUST000479,42,Female,Urban,3,35.28,13,0.87,0,PayPal,41,0,0
CUST000480,32,Female,Urban,6,63.52,1,0.93,0,PayPal,36,0,1
CUST000481,26,Female,Suburban,7,61.85,1,0.68,0,PayPal,41,0,0
CUST000482,22,Female,Urban,6,75.12,19,0.87,0,Apple Pay,31,0,0
CUST000483,18,Male,Urban,1,58.59,3,0.89,0,Apple Pay,28,0,0
CUST000484,28,Male,Suburban,3,45.19,6,1.0,0,PayPal,34,0,0
CUST000485,23,Female,Suburban,4,59.03,56,0.46,1,PayPal,26,1,0
CUST000486,19,Male,Suburban,4,55.33,25,0.88,0,Apple Pay,8,0,0
CUST000487,23,Male,Urban,3,53.78,30,0.63,0,Credit Card,11,0,0
CUST000488,21,Male,Urban,7,22.51,6,0.79,0,PayPal,37,0,0
CUST000489,35,Male,Suburban,10,40.64,52,1.0,0,Credit Card,60,0,0
CUST000490,31,Other,Rural,5,21.66,60,0.87,0,Credit Card,42,0,0
CUST000491,26,Male,Suburban,3,36.66,22,1.0,0,Apple Pay,60,0,0
CUST000492,34,Female,Rural,5,40.53,73,1.0,0,Bank Transfer,5,0,0
CUST000493,27,Male,Suburban,4,57.17,55,0.68,0,PayPal,44,0,0
CUST000494,22,Other,Suburban,6,85.61,39,1.0,0,Apple Pay,35,0,0
CUST000495,34,Male,Urban,4,47.1,39,0.88,0,PayPal,25,0,0
CUST000496,29,Male,Suburban,10,65.49,3,0.5,2,Apple Pay,13,0,0
CUST000497,21,Female,Suburban,5,56.12,9,1.0,0,Credit Card,28,0,0
CUST000498,26,Female,Suburban,5,75.92,2,0.8,0,Credit Card,39,0,0
CUST000499,22,Male,Suburban,3,61.52,1,0.73,0,Credit Card,21,0,0
CUST000500,20,Male,Suburban,2,29.83,5,0.89,0,PayPal,11,0,0
CUST000501,31,Male,Urban,8,18.65,63,0.6,0,Credit Card,53,0,0
CUST000502,36,Male,Suburban,6,56.23,8,0.75,1,Credit Card,16,0,0
CUST000503,20,Male,Urban,4,47.32,105,0.71,0,Apple Pay,26,0,1
CUST000504,29,Female,Rural,6,24.31,27,0.46,1,Apple Pay,2,0,1
CUST000505,23,Male,Urban,5,29.58,8,0.81,0,PayPal,10,0,0
CUST000506,24,Male,Urban,4,63.86,20,0.78,0,Apple Pay,45,0,0
CUST000507,24,Female,Urban,7,96.18,7,1.0,0,Apple Pay,42,0,0
CUST000508,22,Other,Suburban,4,41.83,124,0.66,0,PayPal,28,0,0
CUST000509,27,Female,Urban,2,74.17,56,0.94,0,PayPal,3,0,0
CUST000510,22,Male,Urban,3,57.55,1,1.0,0,Apple Pay,11,0,0
CUST000511,28,Male,Suburban,8,24.21,88,1.0,0,PayPal,60,1,0
CUST000512,26,Female,Urban,5,77.64,38,0.79,0,Credit Card,21,0,0
CUST000513,25,Male,Rural,6,22.48,2,1.0,0,PayPal,38,0,0
CUST000514,22,Male,Rural,2,40.35,33,0.74,0,PayPal,11,0,0
CUST000515,24,Female,Suburban,3,43.17,31,0.54,1,Apple Pay,21,1,0
CUST000516,30,Female,Urban,3,81.43,7,1.0,0,PayPal,11,0,0
CUST000517,29,Female,Suburban,7,28.84,42,1.0,0,Apple Pay,15,0,0
CUST000518,22,Male,Urban,5,69.38,2,0.81,0,Bank Transfer,10,0,0
CUST000519,27,Male,Suburban,2,33.2,20,0.52,0,PayPal,17,1,1
CUST000520,30,Other,Urban,2,47.73,1,0.83,0,Bank Transfer,18,0,0
CUST000521,18,Male,Rural,7,10.0,103,0.42,1,Credit Card,34,0,0
CUST000522,29,Female,Urban,8,110.21,41,0.72,1,PayPal,4,0,0
CUST000523,23,Female,Suburban,4,61.01,5,0.44,0,Apple Pay,6,0,0
CUST000524,29,Female,Suburban,4,34.65,12,0.97,0,PayPal,21,0,0
CUST000525,23,Male,Suburban,4,27.51,5,0.74,0,Apple Pay,7,0,0
CUST000526,18,Male,Urban,3,48.1,43,0.87,0,Credit Card,8,0,0
CUST000527,18,Female,Rural,4,51.47,1,0.82,0,Bank Transfer,58,0,0
CUST000528,27,Female,Suburban,6,12.16,55,0.88,0,Credit Card,33,0,0
CUST000529,28,Female,Suburban,5,47.17,85,0.62,0,PayPal,17,0,0
CUST000530,22,Male,Urban,5,102.5,33,0.82,0,PayPal,11,1,1
CUST000531,30,Male,Suburban,3,27.32,7,1.0,0,PayPal,60,0,0
CUST000532,18,Female,Urban,6,61.93,13,0.94,0,Credit Card,5,0,0
CUST000533,26,Female,Urban,4,112.88,19,0.81,1,PayPal,41,0,0
CUST000534,20,Female,Urban,2,75.17,27,1.0,0,PayPal,60,0,0
CUST000535,23,Male,Rural,5,42.01,33,0.9,0,PayPal,21,0,0
CUST000536,27,Female,Urban,7,72.16,24,0.86,0,PayPal,27,1,0
CUST000537,22,Female,Urban,8,50.38,12,0.71,0,PayPal,28,0,0
CUST000538,25,Female,Suburban,1,75.99,66,0.69,1,Apple Pay,34,0,0
CUST000539,32,Male,Suburban,6,42.01,2,0.52,0,Apple Pay,25,1,0
CUST000540,24,Male,Urban,4,12.98,18,0.73,0,PayPal,27,0,0
CUST000541,31,Female,Suburban,7,42.17,44,0.89,0,PayPal,10,0,0
CUST000542,21,Male,Urban,4,36.8,1,1.0,0,PayPal,3,0,0
CUST000543,29,Male,Urban,7,53.25,36,1.0,0,Credit Card,39,0,0
CUST000544,34,Female,Urban,3,53.78,51,0.35,0,PayPal,7,0,0
CUST000545,18,Male,Rural,3,59.16,32,0.54,1,Credit Card,56,0,0
CUST000546,23,Female,Urban,3,76.69,1,1.0,0,Credit Card,18,0,0
CUST000547,29,Male,Urban,5,66.32,5,0.93,1,PayPal,60,0,0
CUST000548,25,Female,Urban,6,59.93,12,0.9,0,PayPal,26,1,0
CUST000549,28,Other,Rural,9,23.06,7,1.0,0,Credit Card,14,0,0
CUST000550,23,Male,Urban,6,10.0,98,0.53,0,Apple Pay,32,0,0
CUST000551,27,Male,Urban,7,62.72,31,0.93,0,Apple Pay,60,0,0
CUST000552,26,Male,Urban,2,79.07,10,0.73,0,Apple Pay,22,1,0
CUST000553,32,Male,Urban,3,57.4,79,0.97,0,PayPal,21,0,0
CUST000554,28,Female,Suburban,8,39.3,40,0.75,1,Credit Card,20,0,1
CUST000555,28,Female,Suburban,8,59.29,10,0.91,0,Credit Card,14,1,0
CUST000556,24,Male,Urban,8,58.0,14,0.6,0,Credit Card,25,1,0
CUST000557,24,Male,Urban,7,100.46,6,1.0,0,Credit Card,28,0,0
CUST000558,24,Male,Urban,6,89.59,106,0.79,0,Apple Pay,60,0,0
CUST000559,28,Female,Urban,2,83.03,21,0.7,0,Apple Pay,14,1,1
CUST000560,24,Male,Urban,7,78.19,67,0.58,1,Apple Pay,60,1,1
CUST000561,28,Female,Suburban,6,24.2,12,0.68,0,Bank Transfer,29,0,1
CUST000562,37,Female,Rural,6,50.61,59,0.52,1,PayPal,33,0,0
CUST000563,31,Female,Rural,7,46.02,1,0.81,1,Bank Transfer,13,0,0
CUST000564,25,Male,Rural,4,49.7,120,0.85,0,Apple Pay,19,0,0
CUST000565,33,Female,Suburban,5,59.85,72,1.0,0,PayPal,16,0,0
CUST000566,24,Male,Suburban,4,59.06,13,0.58,0,Credit Card,35,0,0
CUST000567,18,Male,Urban,5,124.82,44,0.91,0,Credit Card,9,0,0
CUST000568,21,Female,Suburban,4,48.48,41,1.0,0,PayPal,8,0,0
CUST000569,18,Female,Suburban,7,68.73,69,0.53,0,PayPal,2,0,0
CUST000570,25,Male,Suburban,2,40.58,11,0.9,1,Apple Pay,33,0,0
CUST000571,27,Male,Suburban,4,65.81,18,0.7,0,PayPal,6,0,1
CUST000572,35,Male,Urban,2,82.54,60,0.66,0,PayPal,20,0,0
CUST000573,28,Male,Urban,6,68.75,45,0.69,0,Credit Card,5,1,0
CUST000574,25,Male,Rural,1,66.71,14,0.54,0,PayPal,21,0,0
CUST000575,31,Male,Urban,7,38.78,56,0.69,2,PayPal,20,0,0
CUST000576,18,Male,Suburban,6,40.26,1,1.0,0,Bank Transfer,13,0,0
CUST000577,28,Female,Rural,1,43.4,45,0.5,0,PayPal,28,0,0
CUST000578,30,Female,Suburban,6,67.62,6,0.55,0,Apple Pay,12,0,0
CUST000579,19,Female,Suburban,1,53.59,10,0.98,0,PayPal,38,0,0
CUST000580,32,Male,Urban,5,90.86,20,0.66,0,PayPal,45,0,0
CUST000581,28,Female,Urban,6,44.12,17,0.88,0,Apple Pay,47,0,0
CUST000582,24,Female,Rural,7,21.75,22,1.0,0,Apple Pay,21,0,0
CUST000583,30,Female,Suburban,6,56.16,23,1.0,0,Credit Card,32,0,0
CUST000584,38,Female,Suburban,4,48.46,12,0.96,0,Bank Transfer,21,0,0
CUST000585,27,Female,Urban,7,73.03,5,0.8,0,Credit Card,29,1,0
CUST000586,28,Female,Urban,6,59.34,43,0.59,1,PayPal,21,0,0
CUST000587,24,Male,Rural,5,34.56,15,1.0,0,Credit Card,23,0,0
CUST000588,22,Female,Urban,7,58.2,21,0.67,0,PayPal,57,1,0
CUST000589,31,Female,Suburban,5,50.58,31,0.79,0,PayPal,3,0,0
CUST000590,22,Female,Urban,7,52.68,72,0.68,0,PayPal,24,0,0
CUST000591,27,Female,Suburban,1,45.94,36,0.41,0,PayPal,24,1,0
CUST000592,24,Male,Rural,2,33.54,1,1.0,0,PayPal,12,0,0
CUST000593,29,Male,Suburban,2,67.13,54,1.0,0,Credit Card,31,0,0
CUST000594,28,Female,Urban,6,64.66,136,0.94,0,Apple Pay,20,1,0
CUST000595,32,Female,Suburban,9,95.14,19,0.87,0,PayPal,13,0,0
CUST000596,24,Female,Suburban,6,53.21,104,0.8,0,PayPal,23,0,1
CUST000597,25,Male,Urban,1,46.78,23,0.52,0,Apple Pay,60,1,0
CUST000598,22,Male,Rural,10,82.73,18,1.0,0,Credit Card,60,0,0
CUST000599,24,Female,Suburban,2,58.27,12,0.67,0,PayPal,17,0,0
CUST000600,28,Female,Rural,5,55.84,32,0.85,0,PayPal,16,0,0
CUST000601,30,Female,Suburban,8,61.84,7,1.0,0,Credit Card,20,0,0
CUST000602,22,Male,Urban,5,74.95,3,1.0,0,PayPal,4,0,0
CUST000603,31,Female,Urban,5,72.86,1,0.92,0,Apple Pay,18,0,0
CUST000604,33,Male,Urban,4,33.55,10,0.6,1,Credit Card,3,0,0
CUST000605,29,Female,Rural,7,45.88,15,0.57,0,PayPal,10,0,0
CUST000606,36,Male,Suburban,8,23.5,24,1.0,0,PayPal,29,0,0
CUST000607,23,Male,Suburban,3,46.51,10,1.0,0,PayPal,9,0,0
CUST000608,20,Female,Urban,3,42.59,124,0.77,0,Bank Transfer,25,1,0
CUST000609,18,Female,Urban,2,68.58,10,0.82,0,Apple Pay,16,0,0
CUST000610,34,Male,Suburban,3,56.68,17,0.77,0,PayPal,12,0,0
CUST000611,30,Female,Suburban,7,59.62,3,0.61,1,Bank Transfer,40,1,0
CUST000612,26,Male,Urban,4,66.9,9,1.0,0,Bank Transfer,22,0,0
CUST000613,28,Male,Suburban,1,37.86,1,0.85,1,PayPal,28,0,0
CUST000614,21,Male,Urban,3,53.74,24,0.93,0,Apple Pay,16,0,0
CUST000615,39,Male,Urban,11,82.09,41,1.0,0,Bank Transfer,36,0,0
CUST000616,27,Female,Suburban,3,71.36,6,1.0,0,Credit Card,7,0,0
CUST000617,27,Male,Urban,6,32.48,13,0.64,0,PayPal,46,0,0
CUST000618,30,Female,Rural,4,15.51,1,0.9,0,Bank Transfer,1,0,0
CUST000619,29,Female,Urban,5,42.55,54,1.0,0,PayPal,1,0,0
CUST000620,28,Male,Urban,3,85.08,45,0.89,0,Apple Pay,13,0,0
CUST000621,23,Female,Urban,7,89.16,1,0.64,1,PayPal,16,0,0
CUST000622,29,Male,Suburban,5,31.51,13,0.8,0,PayPal,15,0,1
CUST000623,36,Female,Urban,3,67.38,93,0.45,1,Credit Card,9,0,0
CUST000624,33,Male,Suburban,7,86.69,14,0.98,0,PayPal,60,0,0
CUST000625,34,Male,Urban,4,69.97,22,0.82,0,PayPal,19,0,0
CUST000626,24,Male,Urban,2,94.12,13,0.38,1,Bank Transfer,47,0,0
CUST000627,22,Male,Urban,7,83.97,27,1.0,0,PayPal,3,0,1
CUST000628,26,Male,Rural,6,25.44,114,0.38,0,Credit Card,9,1,0
CUST000629,27,Female,Rural,3,36.96,179,0.28,1,PayPal,7,1,0
CUST000630,32,Female,Urban,6,60.83,44,1.0,0,PayPal,2,0,0
CUST000631,18,Female,Suburban,7,52.08,15,0.99,0,Bank Transfer,24,0,0
CUST000632,34,Female,Rural,5,54.66,20,1.0,0,Bank Transfer,13,0,0
CUST000633,26,Male,Urban,4,69.81,13,1.0,0,PayPal,5,0,0
CUST000634,24,Male,Rural,3,10.0,127,0.97,0,Credit Card,10,0,0
CUST000635,21,Male,Urban,6,28.49,36,0.91,0,Credit Card,32,0,0
CUST000636,18,Male,Rural,4,10.0,17,0.9,0,Credit Card,53,0,0
CUST000637,31,Female,Suburban,6,53.51,1,0.86,0,Bank Transfer,13,0,0
CUST000638,27,Female,Rural,7,43.85,22,1.0,0,Credit Card,11,0,0
CUST000639,20,Male,Suburban,4,55.66,123,0.64,1,PayPal,14,0,0
CUST000640,20,Male,Urban,3,36.99,22,0.91,0,PayPal,11,0,0
CUST000641,25,Female,Rural,1,50.79,6,0.97,0,Apple Pay,11,0,0
CUST000642,35,Female,Urban,6,77.19,1,0.93,1,Apple Pay,56,0,0
CUST000643,25,Male,Urban,8,29.88,13,0.73,0,Apple Pay,33,0,0
CUST000644,19,Female,Suburban,5,20.68,75,0.67,0,Bank Transfer,37,0,1
CUST000645,25,Female,Suburban,5,50.0,170,0.69,1,Bank Transfer,9,0,0
CUST000646,25,Male,Rural,3,68.67,87,0.82,1,Bank Transfer,32,0,0
CUST000647,18,Male,Urban,3,100.79,39,1.0,0,Apple Pay,16,0,0
CUST000648,26,Female,Suburban,6,61.27,24,0.6,0,Apple Pay,7,0,0
CUST000649,25,Female,Suburban,5,35.4,26,0.95,0,PayPal,60,0,0
CUST000650,30,Female,Urban,7,81.28,23,1.0,0,PayPal,27,0,0
CUST000651,36,Male,Urban,7,49.14,36,1.0,0,Credit Card,55,0,0
CUST000652,32,Male,Urban,9,41.58,16,0.51,0,PayPal,43,1,0
CUST000653,25,Female,Urban,8,10.0,33,0.98,0,Bank Transfer,3,0,0
CUST000654,21,Female,Rural,8,41.64,3,0.7,0,Apple Pay,9,0,0
CUST000655,39,Male,Suburban,10,37.4,9,0.86,1,Credit Card,32,0,0
CUST000656,27,Female,Suburban,5,51.93,54,0.53,0,PayPal,15,0,0
CUST000657,27,Female,Rural,3,10.0,70,0.68,0,Apple Pay,27,0,0
CUST000658,26,Female,Urban,4,64.08,23,1.0,0,Credit Card,42,0,0
CUST000659,27,Female,Rural,5,10.0,1,0.85,0,Credit Card,3,0,0
CUST000660,26,Female,Urban,6,86.11,78,0.74,1,Bank Transfer,26,0,0
CUST000661,24,Male,Rural,7,48.35,36,0.54,0,Credit Card,13,0,0
CUST000662,24,Female,Urban,4,53.31,16,0.72,0,PayPal,34,0,0
CUST000663,26,Male,Rural,6,49.0,27,1.0,0,Credit Card,47,0,0
CUST000664,24,Female,Urban,13,36.53,16,0.69,0,Credit Card,19,0,0
CUST000665,23,Male,Urban,3,61.74,18,0.76,0,PayPal,17,0,0
CUST000666,27,Female,Suburban,7,65.9,65,0.48,0,PayPal,27,0,1
CUST000667,25,Male,Urban,7,10.0,5,0.69,0,PayPal,34,1,1
CUST000668,34,Male,Suburban,3,41.06,3,0.8,0,Credit Card,60,1,0
CUST000669,18,Male,Urban,5,59.46,1,0.86,0,Bank Transfer,60,0,0
CUST000670,32,Male,Suburban,3,46.07,11,1.0,0,PayPal,43,0,0
CUST000671,33,Female,Urban,5,94.97,4,0.49,0,PayPal,55,0,0
CUST000672,18,Female,Urban,3,33.03,7,1.0,0,Credit Card,19,1,1
